Transaction_Date,Description,Amount_UGX,Category,Source
2025-07-11,NANDOS MBALE,19300.0,Dining & Drinks,Airtel Money
2025-11-04,POS PURCHASE MOMO TRANSFER FROM KAMPALA,625200.0,Income/Transfers,MTN MoMo
2025-03-23,WHT 87% AIRTEL TOPUP,25000.0,Airtime & Data,Airtel Money
2026-03-13,WHT 32% JAVA HOUSE,115800.0,Dining & Drinks,MTN MoMo
2025-08-06,AGENT 1233 - AIRTEL INTERNET,126700.0,Utilities,Centenary Bank
2025-04-13,POS PURCHASE CAFESSERIE KAMPALA,87000.0,Dining & Drinks,Airtel Money
2025-06-24,PAID FOR LOCAL JOINT,62600.0,Dining & Drinks,MTN MoMo
2025-05-19,MOMOPAY 402332 SAFEBODA,54500.0,Transport,Stanbic
2026-02-28,PAID FOR NANDOS,94300.0,Dining & Drinks,Airtel Money
2025-09-24,MOMOPAY 872880 CARREFOUR,126800.0,Food & Groceries,Airtel Money
2026-03-23,WHT 77% KIKUUBO WHOLESALE,137000.0,Food & Groceries,Centenary Bank
2025-08-16,MOMOPAY 332832 AIRTEL INTERNET,91200.0,Utilities,Airtel Money
2025-04-22,GREENHILL ACADEMY MBALE,255700.0,Education,Stanbic
2026-01-14,UBER MUK,63600.0,Transport,Stanbic
2026-01-28,POS PURCHASE AIRTEL TOPUP KAMPALA,32700.0,Airtime & Data,Stanbic
2025-08-30,SALARY DEPOSIT GULU,4125800.0,Income/Transfers,Airtel Money
2026-03-22,PAID FOR MULTICHOICE DSTV,42500.0,Utilities,MTN MoMo
2025-08-30,PAID FOR SHELL,57600.0,Transport,MTN MoMo
2025-08-05,WHT 29% NANDOS,42700.0,Dining & Drinks,Airtel Money
2026-01-07,WHT 89% AIRTEL TOPUP,49900.0,Airtime & Data,Stanbic
2025-09-25,PAID FOR MEGA STANDARD,85600.0,Food & Groceries,Airtel Money
2025-12-28,WHT 52% CAPITAL SHOPPERS,112400.0,Food & Groceries,Airtel Money
2025-05-30,POS PURCHASE BANK TO WALLET KAMPALA,650600.0,Income/Transfers,Centenary Bank
2025-10-11,MOMOPAY 157499 LYCADATA,24500.0,Airtime & Data,Stanbic
2025-10-30,PAID FOR LYCADATA,24000.0,Airtime & Data,Airtel Money
2025-12-16,AGENT 7093 - KFC,77000.0,Dining & Drinks,MTN MoMo
2025-05-25,POS PURCHASE NANDOS KAMPALA,32700.0,Dining & Drinks,Stanbic
2025-10-26,KFC MBALE,69700.0,Dining & Drinks,Stanbic
2025-07-18,POS PURCHASE SALARY DEPOSIT KAMPALA,3286800.0,Income/Transfers,Stanbic
2025-10-19,MOMOPAY 819653 KFC,113900.0,Dining & Drinks,Stanbic
2026-01-21,PAID FOR SAFEBODA,19600.0,Transport,Stanbic
2026-02-01,KYAMBOGO MBALE,421300.0,Education,Airtel Money
2025-04-30,MOMOPAY 543826 CAFESSERIE,13800.0,Dining & Drinks,Stanbic
2025-09-10,AGENT 3202 - LYCADATA,32200.0,Airtime & Data,Stanbic
2025-05-31,POS PURCHASE LINK BUS KAMPALA,47700.0,Transport,Airtel Money
2025-12-12,POS PURCHASE QUALITY SUPERMARKET KAMPALA,102200.0,Food & Groceries,Airtel Money
2025-08-28,AGENT 4333 - LYCADATA,2500.0,Airtime & Data,Airtel Money
2026-01-10,MOMOPAY 298183 CAPITAL SHOPPERS,41500.0,Food & Groceries,Airtel Money
2025-06-13,WHT 70% MTN AIRTIME,48500.0,Airtime & Data,Stanbic
2025-12-02,NWSC GULU,149400.0,Utilities,MTN MoMo
2025-11-19,MOMOPAY 778255 YY COACHES,12000.0,Transport,MTN MoMo
2025-06-14,MOMOPAY 320605 MOMO TRANSFER FROM,3200100.0,Income/Transfers,Airtel Money
2025-05-09,POS PURCHASE UBER KAMPALA,26400.0,Transport,MTN MoMo
2025-04-09,MTN AIRTIME ENT,3800.0,Airtime & Data,Airtel Money
2026-02-28,SAFEBODA KLA,61400.0,Transport,Stanbic
2025-06-13,MOMOPAY 250857 MTN AIRTIME,25600.0,Airtime & Data,Stanbic
2026-01-23,POS PURCHASE UBER KAMPALA,75000.0,Transport,Centenary Bank
2025-04-28,AGENT 9233 - BANK TO WALLET,3349900.0,Income/Transfers,Stanbic
2025-04-23,AGENT 2727 - BANK TO WALLET,4378500.0,Income/Transfers,Centenary Bank
2026-01-11,WHT 32% LOCAL JOINT,57100.0,Dining & Drinks,Airtel Money
2026-02-12,WHT 20% JAVA HOUSE,64000.0,Dining & Drinks,Centenary Bank
2025-04-15,AGENT 7568 - MTN AIRTIME,24800.0,Airtime & Data,MTN MoMo
2025-04-29,PAID FOR KFC,38900.0,Dining & Drinks,Centenary Bank
2025-08-26,LYCADATA GULU,38100.0,Airtime & Data,Airtel Money
2026-01-31,MOMOPAY 758319 CAPITAL SHOPPERS,100200.0,Food & Groceries,Stanbic
2025-11-15,QUALITY SUPERMARKET ENT,33100.0,Food & Groceries,Centenary Bank
2026-01-10,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,136700.0,Food & Groceries,Airtel Money
2025-07-03,NANDOS KLA,44900.0,Dining & Drinks,Airtel Money
2025-06-06,PAID FOR CARREFOUR,17600.0,Food & Groceries,MTN MoMo
2025-11-28,AGENT 9595 - JAVA HOUSE,30500.0,Dining & Drinks,Airtel Money
2025-11-04,WHT 29% NANDOS,50800.0,Dining & Drinks,Airtel Money
2025-08-23,POS PURCHASE CAPITAL SHOPPERS KAMPALA,49400.0,Food & Groceries,MTN MoMo
2026-02-16,QUALITY SUPERMARKET ENT,11700.0,Food & Groceries,Stanbic
2025-06-17,POS PURCHASE TOTALENERGIES KAMPALA,41100.0,Transport,Centenary Bank
2025-06-21,PAID FOR LOCAL JOINT,14100.0,Dining & Drinks,Centenary Bank
2026-01-03,CAPITAL SHOPPERS MBALE,19400.0,Food & Groceries,MTN MoMo
2025-09-17,PAID FOR STANDARD HIGH,1644500.0,Education,Stanbic
2026-02-11,WHT 16% SAFEBODA,68500.0,Transport,Airtel Money
2026-01-05,AGENT 6145 - SALARY DEPOSIT,3012500.0,Income/Transfers,Centenary Bank
2026-01-02,PAID FOR KIKUUBO WHOLESALE,102300.0,Food & Groceries,Stanbic
2025-04-02,PAID FOR NWSC,88900.0,Utilities,MTN MoMo
2025-11-15,AGENT 1033 - SHELL,16300.0,Transport,Centenary Bank
2026-02-24,MOMOPAY 413551 MTN AIRTIME,12900.0,Airtime & Data,Centenary Bank
2025-05-24,MOMOPAY 920524 CAPITAL SHOPPERS,114400.0,Food & Groceries,Airtel Money
2025-06-26,AGENT 2663 - CARREFOUR,134300.0,Food & Groceries,Centenary Bank
2025-12-30,AGENT 5117 - SALARY DEPOSIT,884200.0,Income/Transfers,MTN MoMo
2025-07-06,MOMOPAY 127957 QUALITY SUPERMARKET,135900.0,Food & Groceries,Airtel Money
2025-09-02,AGENT 4438 - KIKUUBO WHOLESALE,119700.0,Food & Groceries,Airtel Money
2025-07-17,AGENT 9039 - KIKUUBO WHOLESALE,13900.0,Food & Groceries,Centenary Bank
2025-06-18,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,119300.0,Food & Groceries,MTN MoMo
2025-05-07,PAID FOR BANK TO WALLET,2626700.0,Income/Transfers,Centenary Bank
2025-10-01,AGENT 8780 - KFC,90800.0,Dining & Drinks,MTN MoMo
2025-06-15,AGENT 3311 - AIRTEL INTERNET,257300.0,Utilities,Centenary Bank
2025-11-29,MOMOPAY 375178 SALARY DEPOSIT,939400.0,Income/Transfers,Centenary Bank
2025-09-22,WHT 53% QUALITY SUPERMARKET,21700.0,Food & Groceries,Centenary Bank
2025-08-03,PAID FOR YY COACHES,15900.0,Transport,Stanbic
2025-06-12,POS PURCHASE CARREFOUR KAMPALA,141800.0,Food & Groceries,Centenary Bank
2025-11-20,WHT 36% NANDOS,99200.0,Dining & Drinks,Centenary Bank
2026-02-05,POS PURCHASE NANDOS KAMPALA,114500.0,Dining & Drinks,Centenary Bank
2025-06-30,WHT 73% CAPITAL SHOPPERS,34600.0,Food & Groceries,MTN MoMo
2025-04-02,AGENT 4158 - LOCAL JOINT,70500.0,Dining & Drinks,Centenary Bank
2026-02-24,MOMOPAY 630539 JAVA HOUSE,49500.0,Dining & Drinks,Airtel Money
2025-10-09,POS PURCHASE NANDOS KAMPALA,31900.0,Dining & Drinks,Airtel Money
2025-09-25,SAFEBODA MSK,21400.0,Transport,MTN MoMo
2025-05-19,PAID FOR UBER,30000.0,Transport,Stanbic
2025-05-17,WHT 25% BANK TO WALLET,3007500.0,Income/Transfers,Centenary Bank
2026-02-08,BANK TO WALLET MUK,98500.0,Income/Transfers,Stanbic
2025-10-25,AGENT 9442 - MOMO TRANSFER FROM,1711300.0,Income/Transfers,Centenary Bank
2025-12-07,AGENT 8732 - KIKUUBO WHOLESALE,137600.0,Food & Groceries,Airtel Money
2025-06-17,MOMOPAY 197109 LYCADATA,36500.0,Airtime & Data,MTN MoMo
2025-11-25,CAPITAL SHOPPERS MUK,10500.0,Food & Groceries,MTN MoMo
2025-10-10,WHT 55% LOCAL JOINT,62700.0,Dining & Drinks,Stanbic
2025-06-13,MOMOPAY 902922 MEGA STANDARD,104100.0,Food & Groceries,Airtel Money
2025-12-26,MULTICHOICE DSTV MUK,156700.0,Utilities,Stanbic
2025-04-13,PAID FOR QUALITY SUPERMARKET,41500.0,Food & Groceries,Centenary Bank
2025-08-10,WHT 24% MTN AIRTIME,31800.0,Airtime & Data,Stanbic
2025-04-13,MOMOPAY 983154 QUALITY SUPERMARKET,97900.0,Food & Groceries,MTN MoMo
2025-12-28,PAID FOR MULTICHOICE DSTV,273800.0,Utilities,Airtel Money
2025-06-12,CAFESSERIE MSK,72900.0,Dining & Drinks,Airtel Money
2025-09-17,AGENT 4017 - UBER,40600.0,Transport,Airtel Money
2025-08-02,PAID FOR UBER,13100.0,Transport,Airtel Money
2026-03-10,MOMOPAY 245562 LOCAL JOINT,48500.0,Dining & Drinks,Airtel Money
2025-07-24,NWSC MSK,270800.0,Utilities,Airtel Money
2026-02-18,POS PURCHASE AIRTEL TOPUP KAMPALA,43700.0,Airtime & Data,Stanbic
2026-02-27,SAFEBODA KLA,10000.0,Transport,Centenary Bank
2026-02-19,AGENT 3316 - UBER,60800.0,Transport,Centenary Bank
2025-10-01,MOMOPAY 893114 AIRTEL TOPUP,12800.0,Airtime & Data,Centenary Bank
2026-03-02,AGENT 4925 - MULTICHOICE DSTV,265300.0,Utilities,Centenary Bank
2026-02-13,AGENT 6974 - QUALITY SUPERMARKET,17800.0,Food & Groceries,MTN MoMo
2025-11-22,MOMOPAY 301240 QUALITY SUPERMARKET,146400.0,Food & Groceries,Stanbic
2025-10-10,UBER MUK,26100.0,Transport,Airtel Money
2026-02-16,MOMOPAY 850606 QUALITY SUPERMARKET,72600.0,Food & Groceries,Airtel Money
2026-03-19,MOMOPAY 731554 MOMO TRANSFER FROM,863000.0,Income/Transfers,Stanbic
2025-08-28,PAID FOR LYCADATA,49200.0,Airtime & Data,Centenary Bank
2025-04-30,KIKUUBO WHOLESALE KLA,109700.0,Food & Groceries,Centenary Bank
2025-04-05,ZUKU TV KLA,286700.0,Utilities,Airtel Money
2025-06-08,AGENT 5750 - NWSC,116900.0,Utilities,Airtel Money
2025-07-23,PAID FOR SHELL,74500.0,Transport,MTN MoMo
2025-12-14,MOMO TRANSFER FROM MUK,2651200.0,Income/Transfers,Centenary Bank
2026-01-22,WHT 55% KFC,44500.0,Dining & Drinks,Airtel Money
2025-11-01,MOMOPAY 362900 LOCAL JOINT,89500.0,Dining & Drinks,Stanbic
2026-01-21,WHT 61% SHELL,8500.0,Transport,Stanbic
2025-11-29,MOMOPAY 688805 MEGA STANDARD,41500.0,Food & Groceries,MTN MoMo
2025-07-04,AGENT 5453 - CAFESSERIE,33800.0,Dining & Drinks,Stanbic
2025-06-02,POS PURCHASE CARREFOUR KAMPALA,68400.0,Food & Groceries,Stanbic
2025-05-15,POS PURCHASE LYCADATA KAMPALA,45400.0,Airtime & Data,Centenary Bank
2025-08-16,WHT 79% MULTICHOICE DSTV,92300.0,Utilities,Centenary Bank
2026-01-07,WHT 20% UBER,57900.0,Transport,Airtel Money
2025-05-17,WHT 33% LOCAL JOINT,60200.0,Dining & Drinks,Airtel Money
2025-07-22,PAID FOR YY COACHES,41800.0,Transport,Centenary Bank
2025-09-06,WHT 62% LINK BUS,38100.0,Transport,Centenary Bank
2025-08-07,KFC ENT,73700.0,Dining & Drinks,MTN MoMo
2025-12-09,AGENT 9897 - AIRTEL TOPUP,30600.0,Airtime & Data,MTN MoMo
2025-09-16,POS PURCHASE CARREFOUR KAMPALA,24300.0,Food & Groceries,MTN MoMo
2025-08-31,BANK TO WALLET MUK,352800.0,Income/Transfers,Centenary Bank
2025-12-16,PAID FOR KFC,20600.0,Dining & Drinks,Centenary Bank
2025-12-07,AGENT 3600 - MTN AIRTIME,19600.0,Airtime & Data,Centenary Bank
2025-09-21,MEGA STANDARD MUK,17300.0,Food & Groceries,Centenary Bank
2025-05-07,WHT 42% QUALITY SUPERMARKET,110300.0,Food & Groceries,Airtel Money
2025-08-13,POS PURCHASE SALARY DEPOSIT KAMPALA,3389400.0,Income/Transfers,MTN MoMo
2026-02-24,WHT 35% QUALITY SUPERMARKET,127300.0,Food & Groceries,Stanbic
2025-10-12,WHT 49% SAFEBODA,65900.0,Transport,Centenary Bank
2025-07-20,AGENT 7170 - AIRTEL TOPUP,2500.0,Airtime & Data,MTN MoMo
2026-02-18,AGENT 1276 - TOTALENERGIES,48900.0,Transport,MTN MoMo
2025-11-20,PAID FOR LYCADATA,44900.0,Airtime & Data,MTN MoMo
2025-06-13,PAID FOR MOMO TRANSFER FROM,2192200.0,Income/Transfers,Airtel Money
2025-12-05,MOMOPAY 819370 SHELL,15300.0,Transport,Airtel Money
2025-05-31,AGENT 2246 - MTN AIRTIME,29100.0,Airtime & Data,Centenary Bank
2025-07-10,AGENT 2226 - BANK TO WALLET,3858000.0,Income/Transfers,Centenary Bank
2026-02-09,WHT 30% AIRTEL TOPUP,31000.0,Airtime & Data,Airtel Money
2025-12-04,PAID FOR CAPITAL SHOPPERS,24000.0,Food & Groceries,Airtel Money
2025-09-09,CARREFOUR MUK,120900.0,Food & Groceries,Stanbic
2025-04-05,POS PURCHASE CAFESSERIE KAMPALA,99800.0,Dining & Drinks,Airtel Money
2026-02-16,WHT 21% LYCADATA,6800.0,Airtime & Data,Centenary Bank
2025-04-03,AGENT 3102 - SHELL,18800.0,Transport,Airtel Money
2025-05-04,AGENT 1736 - MEGA STANDARD,125100.0,Food & Groceries,MTN MoMo
2026-01-16,MOMOPAY 706938 TOTALENERGIES,13000.0,Transport,MTN MoMo
2026-01-24,AGENT 8945 - SALARY DEPOSIT,4049900.0,Income/Transfers,Centenary Bank
2025-11-27,AGENT 4151 - SALARY DEPOSIT,307000.0,Income/Transfers,Centenary Bank
2025-11-23,POS PURCHASE MTN AIRTIME KAMPALA,14200.0,Airtime & Data,Airtel Money
2025-11-19,WHT 78% SALARY DEPOSIT,110600.0,Income/Transfers,MTN MoMo
2025-10-19,MOMOPAY 588909 STANDARD HIGH,623000.0,Education,Centenary Bank
2025-06-12,AGENT 1174 - GREENHILL ACADEMY,1420400.0,Education,MTN MoMo
2025-08-01,AIRTEL TOPUP KLA,4400.0,Airtime & Data,Stanbic
2026-03-18,WHT 10% AIRTEL TOPUP,24700.0,Airtime & Data,MTN MoMo
2025-09-18,MOMOPAY 445153 CARREFOUR,85900.0,Food & Groceries,Stanbic
2025-09-04,POS PURCHASE AIRTEL TOPUP KAMPALA,44900.0,Airtime & Data,MTN MoMo
2025-05-01,POS PURCHASE AIRTEL INTERNET KAMPALA,10300.0,Utilities,Centenary Bank
2026-02-18,PAID FOR GREENHILL ACADEMY,1115100.0,Education,Stanbic
2026-03-21,MOMOPAY 327007 LOCAL JOINT,35000.0,Dining & Drinks,Centenary Bank
2025-06-05,WHT 80% MEGA STANDARD,142800.0,Food & Groceries,Airtel Money
2026-02-02,PAID FOR MEGA STANDARD,103500.0,Food & Groceries,MTN MoMo
2025-03-29,MTN AIRTIME MUK,29900.0,Airtime & Data,Stanbic
2025-08-31,POS PURCHASE CAPITAL SHOPPERS KAMPALA,16700.0,Food & Groceries,Centenary Bank
2026-01-20,MOMOPAY 271954 BANK TO WALLET,2869800.0,Income/Transfers,Stanbic
2025-09-23,MOMOPAY 365665 MAKERERE UNI,1829500.0,Education,Centenary Bank
2025-09-07,PAID FOR SALARY DEPOSIT,1610900.0,Income/Transfers,MTN MoMo
2025-07-11,MOMOPAY 909396 STANDARD HIGH,1066300.0,Education,Centenary Bank
2025-09-05,MOMOPAY 942219 KIKUUBO WHOLESALE,61100.0,Food & Groceries,Stanbic
2025-05-19,MOMO TRANSFER FROM GULU,166600.0,Income/Transfers,Airtel Money
2026-03-09,POS PURCHASE MTN AIRTIME KAMPALA,46300.0,Airtime & Data,Stanbic
2025-11-18,POS PURCHASE MTN AIRTIME KAMPALA,21800.0,Airtime & Data,Centenary Bank
2025-12-31,NWSC MBALE,40800.0,Utilities,Airtel Money
2025-11-10,LYCADATA KLA,4400.0,Airtime & Data,Centenary Bank
2025-12-19,MOMOPAY 771211 AIRTEL TOPUP,42700.0,Airtime & Data,Airtel Money
2025-05-31,PAID FOR STANDARD HIGH,2134500.0,Education,Centenary Bank
2025-07-13,POS PURCHASE CARREFOUR KAMPALA,125000.0,Food & Groceries,Centenary Bank
2026-02-11,MOMOPAY 395778 KFC,118200.0,Dining & Drinks,Stanbic
2025-04-02,POS PURCHASE AIRTEL INTERNET KAMPALA,276700.0,Utilities,Stanbic
2025-12-29,KIKUUBO WHOLESALE KLA,128800.0,Food & Groceries,Centenary Bank
2025-10-12,WHT 44% YY COACHES,27200.0,Transport,Airtel Money
2026-02-09,POS PURCHASE AIRTEL TOPUP KAMPALA,25600.0,Airtime & Data,Centenary Bank
2026-03-14,POS PURCHASE STANDARD HIGH KAMPALA,858200.0,Education,Centenary Bank
2026-01-24,PAID FOR LOCAL JOINT,40700.0,Dining & Drinks,Centenary Bank
2025-09-25,AGENT 2282 - YY COACHES,12700.0,Transport,Stanbic
2025-04-12,MOMOPAY 580734 BANK TO WALLET,1878000.0,Income/Transfers,Stanbic
2025-12-19,PAID FOR YY COACHES,4000.0,Transport,Stanbic
2025-08-01,PAID FOR MOMO TRANSFER FROM,2384500.0,Income/Transfers,MTN MoMo
2025-07-05,POS PURCHASE CAFESSERIE KAMPALA,87900.0,Dining & Drinks,Stanbic
2025-04-19,PAID FOR LYCADATA,34300.0,Airtime & Data,MTN MoMo
2025-08-25,MOMOPAY 502024 AIRTEL TOPUP,37900.0,Airtime & Data,Airtel Money
2026-03-23,PAID FOR CAPITAL SHOPPERS,17000.0,Food & Groceries,Centenary Bank
2026-02-14,WHT 92% UMEME YAKA,171200.0,Utilities,MTN MoMo
2026-01-25,AGENT 4147 - BANK TO WALLET,2585300.0,Income/Transfers,Airtel Money
2025-05-01,WHT 82% GREENHILL ACADEMY,675200.0,Education,Centenary Bank
2025-11-05,POS PURCHASE BANK TO WALLET KAMPALA,4123000.0,Income/Transfers,Centenary Bank
2025-08-21,POS PURCHASE MOMO TRANSFER FROM KAMPALA,2588000.0,Income/Transfers,MTN MoMo
2026-01-11,YY COACHES GULU,22700.0,Transport,Airtel Money
2025-09-11,POS PURCHASE CAPITAL SHOPPERS KAMPALA,39400.0,Food & Groceries,Stanbic
2026-01-02,MOMOPAY 776902 CAPITAL SHOPPERS,145200.0,Food & Groceries,MTN MoMo
2025-06-23,POS PURCHASE NWSC KAMPALA,15400.0,Utilities,MTN MoMo
2025-12-08,PAID FOR CAPITAL SHOPPERS,82300.0,Food & Groceries,MTN MoMo
2025-04-08,POS PURCHASE SALARY DEPOSIT KAMPALA,1448500.0,Income/Transfers,Centenary Bank
2026-02-04,KFC MSK,77400.0,Dining & Drinks,Stanbic
2025-12-30,MOMOPAY 888555 KIKUUBO WHOLESALE,6500.0,Food & Groceries,Centenary Bank
2025-05-13,POS PURCHASE SALARY DEPOSIT KAMPALA,3705100.0,Income/Transfers,Centenary Bank
2025-06-20,WHT 69% LYCADATA,33100.0,Airtime & Data,MTN MoMo
2025-05-03,MOMOPAY 370539 ZUKU TV,265200.0,Utilities,Centenary Bank
2026-01-03,MOMO TRANSFER FROM KLA,4931100.0,Income/Transfers,Airtel Money
2025-03-28,POS PURCHASE MAKERERE UNI KAMPALA,2580200.0,Education,Airtel Money
2026-03-22,AGENT 5257 - NANDOS,32700.0,Dining & Drinks,Stanbic
2025-10-25,CAPITAL SHOPPERS MSK,128900.0,Food & Groceries,Airtel Money
2025-11-13,WHT 15% KIKUUBO WHOLESALE,130000.0,Food & Groceries,Stanbic
2025-07-01,UMEME YAKA KLA,13000.0,Utilities,Stanbic
2025-06-03,UBER MUK,23300.0,Transport,Centenary Bank
2026-02-14,AGENT 7700 - KFC,102900.0,Dining & Drinks,Airtel Money
2025-08-19,WHT 78% KYAMBOGO,387900.0,Education,MTN MoMo
2026-03-18,WHT 57% SAFEBODA,38400.0,Transport,Stanbic
2025-10-14,MOMOPAY 145207 KYAMBOGO,948500.0,Education,MTN MoMo
2025-08-10,AGENT 8315 - LINK BUS,58800.0,Transport,Stanbic
2025-07-09,MOMOPAY 999509 CAFESSERIE,70600.0,Dining & Drinks,MTN MoMo
2025-06-19,WHT 28% LINK BUS,52700.0,Transport,Centenary Bank
2026-01-18,WHT 72% KFC,14900.0,Dining & Drinks,Centenary Bank
2025-12-14,AGENT 4500 - JAVA HOUSE,82900.0,Dining & Drinks,Airtel Money
2025-04-11,POS PURCHASE JAVA HOUSE KAMPALA,73300.0,Dining & Drinks,Airtel Money
2025-11-13,MTN AIRTIME ENT,13300.0,Airtime & Data,Centenary Bank
2026-03-19,MOMOPAY 359596 MTN AIRTIME,11900.0,Airtime & Data,MTN MoMo
2025-05-09,PAID FOR LYCADATA,6500.0,Airtime & Data,Stanbic
2025-04-28,POS PURCHASE UMEME YAKA KAMPALA,155500.0,Utilities,Stanbic
2026-02-10,AGENT 7161 - SALARY DEPOSIT,4083700.0,Income/Transfers,Airtel Money
2025-12-22,AGENT 8212 - MTN AIRTIME,10000.0,Airtime & Data,Stanbic
2026-02-13,POS PURCHASE ZUKU TV KAMPALA,258000.0,Utilities,Centenary Bank
2025-08-05,AGENT 3773 - YY COACHES,55100.0,Transport,Stanbic
2025-09-24,MOMOPAY 639526 MEGA STANDARD,87600.0,Food & Groceries,Stanbic
2025-03-25,MOMOPAY 405281 AIRTEL INTERNET,93300.0,Utilities,Airtel Money
2026-03-05,PAID FOR MEGA STANDARD,19500.0,Food & Groceries,Stanbic
2026-01-17,AGENT 8971 - MTN AIRTIME,39300.0,Airtime & Data,Stanbic
2026-03-18,AGENT 2270 - MTN AIRTIME,14300.0,Airtime & Data,Centenary Bank
2025-10-02,PAID FOR JAVA HOUSE,69600.0,Dining & Drinks,Stanbic
2026-01-06,AGENT 5303 - MAKERERE UNI,2783600.0,Education,Airtel Money
2025-08-20,KIKUUBO WHOLESALE ENT,53800.0,Food & Groceries,Centenary Bank
2025-05-20,MOMOPAY 868879 MEGA STANDARD,114000.0,Food & Groceries,Centenary Bank
2025-07-10,POS PURCHASE MEGA STANDARD KAMPALA,93600.0,Food & Groceries,MTN MoMo
2025-04-19,AGENT 9280 - CARREFOUR,88700.0,Food & Groceries,Centenary Bank
2025-09-12,POS PURCHASE BANK TO WALLET KAMPALA,1768200.0,Income/Transfers,MTN MoMo
2025-11-26,AGENT 3856 - LINK BUS,37600.0,Transport,Centenary Bank
2025-05-21,AGENT 2820 - MEGA STANDARD,61900.0,Food & Groceries,MTN MoMo
2025-09-05,MOMOPAY 847541 MOMO TRANSFER FROM,1451600.0,Income/Transfers,Airtel Money
2025-08-05,MOMOPAY 415956 GREENHILL ACADEMY,2369300.0,Education,Centenary Bank
2026-02-07,POS PURCHASE CARREFOUR KAMPALA,60800.0,Food & Groceries,Stanbic
2025-09-12,POS PURCHASE LOCAL JOINT KAMPALA,111400.0,Dining & Drinks,Centenary Bank
2025-12-01,MOMOPAY 363433 MOMO TRANSFER FROM,3232000.0,Income/Transfers,Airtel Money
2026-03-13,ZUKU TV GULU,179200.0,Utilities,Airtel Money
2026-02-16,AIRTEL TOPUP MSK,9000.0,Airtime & Data,MTN MoMo
2025-09-28,PAID FOR SAFEBODA,40000.0,Transport,Centenary Bank
2025-05-24,MOMOPAY 125302 SAFEBODA,13900.0,Transport,MTN MoMo
2025-11-17,SALARY DEPOSIT MSK,4169400.0,Income/Transfers,Stanbic
2025-07-13,POS PURCHASE CARREFOUR KAMPALA,119300.0,Food & Groceries,Airtel Money
2025-07-14,AGENT 8002 - LYCADATA,4400.0,Airtime & Data,Airtel Money
2025-11-28,PAID FOR AIRTEL TOPUP,31200.0,Airtime & Data,Centenary Bank
2026-03-02,WHT 41% SHELL,49100.0,Transport,MTN MoMo
2025-12-05,AGENT 6046 - CAPITAL SHOPPERS,122500.0,Food & Groceries,Stanbic
2025-10-10,PAID FOR UMEME YAKA,218200.0,Utilities,MTN MoMo
2026-01-31,POS PURCHASE MTN AIRTIME KAMPALA,4400.0,Airtime & Data,Centenary Bank
2025-12-14,PAID FOR ZUKU TV,231600.0,Utilities,Centenary Bank
2025-11-13,POS PURCHASE LOCAL JOINT KAMPALA,109800.0,Dining & Drinks,Airtel Money
2025-06-04,AGENT 9871 - LYCADATA,7500.0,Airtime & Data,Centenary Bank
2025-05-10,MOMOPAY 113248 LINK BUS,32800.0,Transport,Stanbic
2025-07-11,WHT 59% AIRTEL INTERNET,168700.0,Utilities,MTN MoMo
2025-09-14,MOMOPAY 788416 CAFESSERIE,20700.0,Dining & Drinks,Airtel Money
2025-12-30,CAPITAL SHOPPERS MSK,46900.0,Food & Groceries,Centenary Bank
2025-10-20,AGENT 6612 - LYCADATA,14600.0,Airtime & Data,Centenary Bank
2025-08-22,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,115300.0,Food & Groceries,Airtel Money
2025-11-04,MOMOPAY 967206 LYCADATA,39800.0,Airtime & Data,MTN MoMo
2026-01-01,LYCADATA ENT,45800.0,Airtime & Data,Airtel Money
2026-02-09,AGENT 1353 - MTN AIRTIME,35000.0,Airtime & Data,MTN MoMo
2025-07-31,LYCADATA MSK,15700.0,Airtime & Data,MTN MoMo
2026-01-06,WHT 97% MTN AIRTIME,48300.0,Airtime & Data,Centenary Bank
2026-01-25,POS PURCHASE MTN AIRTIME KAMPALA,9100.0,Airtime & Data,Stanbic
2025-08-12,AGENT 7710 - YY COACHES,9100.0,Transport,Airtel Money
2025-09-06,WHT 28% MAKERERE UNI,1392300.0,Education,Stanbic
2025-10-16,WHT 15% SALARY DEPOSIT,413400.0,Income/Transfers,MTN MoMo
2025-08-09,AIRTEL TOPUP MSK,16500.0,Airtime & Data,Airtel Money
2025-11-15,PAID FOR KIKUUBO WHOLESALE,107100.0,Food & Groceries,MTN MoMo
2025-12-27,POS PURCHASE KFC KAMPALA,87500.0,Dining & Drinks,Airtel Money
2025-11-03,MOMOPAY 333661 QUALITY SUPERMARKET,119100.0,Food & Groceries,Centenary Bank
2025-08-19,LINK BUS MSK,67600.0,Transport,Airtel Money
2025-07-28,TOTALENERGIES ENT,45300.0,Transport,MTN MoMo
2025-10-01,AGENT 5081 - CAPITAL SHOPPERS,9300.0,Food & Groceries,Centenary Bank
2025-04-30,WHT 80% KYAMBOGO,899300.0,Education,Airtel Money
2025-06-12,MOMOPAY 454995 QUALITY SUPERMARKET,98600.0,Food & Groceries,Centenary Bank
2025-05-13,PAID FOR KIKUUBO WHOLESALE,34000.0,Food & Groceries,Centenary Bank
2025-09-09,MOMOPAY 770702 NANDOS,28800.0,Dining & Drinks,Airtel Money
