text,label
cost of sneakers was 393100,Shopping
got restaurant - 287,Food
paid 115000 towards apartment,Housing
first aid cost,Healthcare
paid 5000,
paid 238300 towards games,Entertainment
spent on gas bill,Utilities
property tax 41200,Housing
paid 78 for burger,Food
subway,Transport
bought mall for 194700,Shopping
bought sneakers for 40k,Shopping
just paid 83 for uber,Transport
spent on cleaning,Housing
paid 430 towards laptop,Shopping
phone bill cost,Utilities
paid 381 towards dinner,Food
club cost me 8k,Entertainment
   ,Transport
got pizza - 14k,Food
cost of apartment was 94k,Housing
87 for restaurant,Food
expensive games 63k,Entertainment
bought phone bill for 485300,Utilities
got mall - 88k,Shopping
paid 450 towards theater,Entertainment
spent on steam,Entertainment
steam cost me 456,Entertainment
spent 452 on club,Entertainment
bought dinner for 481600,Food
just paid 91k for cinema,Entertainment
got fuel - 476600,Transport
paid for subway,Transport
snacks 382,Food
paid 5000,
spent 41900 on property tax,Housing
watr blll,Utilities
went to bowling and spent 420,Entertainment
paid for water bill,Utilities
71k for clinic,Healthcare
got theater - 351,Entertainment
went to taxi and spent 83k,Transport
gas,Transport
expensive breakfast 176800,Food
groceries,Food
tolls cost,Transport
94100 for sneakers,Shopping
phone bill cost me 61k,Utilities
paid 387900 towards burger,Food
went to club and spent 96k,Entertainment
bought games for 12,Entertainment
"boda today, 74k",Transport
supermarket cost me 74k,Food
electricity,Utilities
spent on pizza,Food
spent on boda,Transport
just paid 144500 for sneakers,Shopping
just paid 362 for music,Entertainment
paid for dentist,Healthcare
paid 43900 towards games,Entertainment
paid for pizza,Food
plumber 421500,Housing
17k for tolls,Transport
expensive target 102,Shopping
bought hospital for 393200,Healthcare
laptop,Shopping
watr blll,Utilities
paid 17k for cell plan,Utilities
got games - 285900,Entertainment
expensive furniture 207900,Housing
expensive therapy 360400,Healthcare
spent 91k on uber,Transport
uber,Transport
paid 5000,
bought a laptop,Food
paid 5000,
paid for pharmacy,Healthcare
paid for property tax,Housing
spent on theater,Entertainment
plumber 245,Housing
docccctooor!! 99999999,Healthcare
expensive breakfast 57,Food
paid for bus ticket,Transport
paid for phone bill,Utilities
coffee,Food
spppent 45kkk on kfffcc,Food
broadband cost me 10k,Utilities
bought sneakers for 55k,Shopping
spent 15k on doctor,Healthcare
 ,Food
netflxxxxxxxxxxx,Entertainment
movie cost me 111300,Entertainment
329 for gifts,Shopping
therapy cost me 141,Healthcare
paid 97 towards movie,Entertainment
paid 75k towards clinic,Healthcare
paid 173 towards eye exam,Healthcare
netflix 6k,Entertainment
got ikea - 255,Housing
went to restaurant and spent 330,Food
paid for kfc,Food
expensive ikea 393,Housing
paid 454500 towards shoes,Shopping
just paid 58k for shirts,Shopping
got music - 7k,Entertainment
rent 31k,Housing
spent 265000 on cell plan,Utilities
bought dentist for 238,Healthcare
expensive cleaning 81k,Housing
spent 380 on clinic,Healthcare
just paid 356300 for taxi,Transport
paid 329 for theater,Entertainment
cost of dentist was 107,Healthcare
bought apartment for 235300,Housing
spent on kfc,Food
fuel cost,Transport
spppent 45kkk on kfffcc,Food
went to cafe and spent 371300,Food
expensive pharmacy 459400,Healthcare
bought pizza for 165600,Food
"shirts today, 473000",Shopping
went to mall and spent 13k,Shopping
spent on electricity,Utilities
expensive snacks 56k,Food
"apartment today, 208",Housing
spent on broadband,Utilities
bus ticket cost,Transport
spent on clothes,Shopping
paid 34900 towards doctor,Healthcare
"power today, 67k",Utilities
bought target for 37k,Shopping
cleaning,Housing
293 for shoes,Shopping
club,Entertainment
paid 70k for spotify,Entertainment
just paid 75k for flight,Transport
parking,Transport
steam,Entertainment
uber,Transport
party cost me 384300,Entertainment
bought rent for 85,Housing
"target today, 367700",Shopping
cost of tolls was 9800,Transport
$$$@#$@@! coffee!!!,Food
paid for apartment,Housing
"snacks today, 371",Food
paid 361 towards club,Entertainment
spent on amazon,Shopping
snacks 398,Food
got target - 67k,Shopping
spent 284900 on shirts,Shopping
132 for mortgage,Housing
got subway - 31k,Transport
docccctooor!! 99999999,Healthcare
cinema cost me 190300,Entertainment
paid 223100 for furniture,Housing
just paid 29k for bus ticket,Transport
bought a laptop,Food
gifts cost me 92k,Shopping
"kfc today, 277",Food
went to boda and spent 19200,Transport
465 for checkup,Healthcare
bought cell plan for 256900,Utilities
bought transit for 20k,Transport
paid 71k for party,Entertainment
expensive plumber 164,Housing
just paid 443200 for ikea,Housing
phone bill 28000,Utilities
500,Food
went to cinema and spent 279700,Entertainment
paid 71900 towards wifi,Utilities
paid for power,Utilities
spent 12k on tolls,Transport
paid for club,Entertainment
phone bill,Utilities
cell plan cost,Utilities
60k for cinema,Entertainment
expensive checkup 28900,Healthcare
spent 266 on coffee,Food
spent on subway,Transport
movie 90,Entertainment
"shirts today, 430",Shopping
parking cost me 442300,Transport
spent 409 on lunch,Food
cost of apartment was 94k,Housing
expensive games 293,Entertainment
got medicine - 295700,Healthcare
bought trash for 60k,Utilities
electricity cost me 69,Utilities
20k for eye exam,Healthcare
paid 78k for netflix,Entertainment
just paid 85k for wifi,Utilities
paid 200800 towards taxi,Transport
music cost,Entertainment
went to bus ticket and spent 388700,Transport
music,Entertainment
spppent 45kkk on kfffcc,Food
subway 231,Transport
spent on breakfast,Food
spent on fuel,Transport
got clothes - 480500,Shopping
breakfast,Food
just paid 415500 for gas,Transport
maintenance cost me 444900,Housing
spent 230300 on clinic,Healthcare
bought concert for 56k,Entertainment
paid 241900 towards dentist,Healthcare
got internet - 36k,Utilities
just paid 254700 for checkup,Healthcare
paid for target,Shopping
spent on cleaning,Housing
paid for checkup,Healthcare
just paid 478 for music,Entertainment
spent 8200 on rent,Housing
paid 312600 towards jacket,Shopping
cost of supermarket was 87k,Food
spent on music,Entertainment
went to flight and spent 74k,Transport
got uber - 236700,Transport
expensive bowling 353300,Entertainment
bought doctor for 396000,Healthcare
expensive transit 7k,Transport
expensive party 43k,Entertainment
paid for concert,Entertainment
just paid 73500 for theater,Entertainment
went to cell plan and spent 47,Utilities
"shirts today, 2k",Shopping
went to burger and spent 186,Food
spent on party,Entertainment
spent 15k on doctor,Healthcare
"phone bill today, 85k",Utilities
paid 82k for tolls,Transport
party,Entertainment
expensive clinic 395,Healthcare
broadband cost,Utilities
paid 225 towards parking,Transport
clinic,Healthcare
just paid 398100 for tolls,Transport
paid 129900 towards uber,Transport
snacks cost me 435300,Food
116 for phone bill,Utilities
went to club and spent 329700,Entertainment
movie cost me 95900,Entertainment
cost of kfc was 332400,Food
went to gas bill and spent 12k,Utilities
first aid cost me 96k,Healthcare
486 for property tax,Housing
got dentist - 115900,Healthcare
bought some random stuff,
paid 423400 for steam,Entertainment
spent 21 on mortgage,Housing
just paid 343 for lunch,Food
cost of electronics was 16k,Shopping
gifts cost,Shopping
expensive power 321400,Utilities
"clothes today, 4k",Shopping
expensive bowling 24k,Entertainment
bought cafe for 64k,Food
ikea,Housing
just paid 186600 for best buy,Shopping
just paid 80k for amazon,Shopping
paid 405700 for apartment,Housing
flight,Transport
"therapy today, 192",Healthcare
just paid 30900 for cafe,Food
paid 438800 for broadband,Utilities
checkup cost me 141700,Healthcare
bought phone bill for 19k,Utilities
water bill,Utilities
apartment,Housing
expensive party 312100,Entertainment
paid 354300 for concert,Entertainment
train cost,Transport
target 63k,Shopping
paid 71k for bowling,Entertainment
spent 14k on jacket,Shopping
cost of coffee was 223300,Food
paid 5000,
expensive gas bill 160500,Utilities
86k for clinic,Healthcare
rent cost me 28k,Housing
258800 for gifts,Shopping
paid 442700 towards games,Entertainment
target,Shopping
cinema,Entertainment
bought dentist for 395000,Healthcare
just paid 200500 for gas bill,Utilities
got mall - 75k,Shopping
spent on theater,Entertainment
laptop cost me 38k,Shopping
asdfasdf rent asdf,Housing
rent***---__,Housing
expensive internet 227,Utilities
spent on cell plan,Utilities
steam 8k,Entertainment
dinner cost,Food
gas cost,Transport
cost of tolls was 44k,Transport
target cost me 88k,Shopping
"uber today, 313",Transport
apartment 12300,Housing
clothes,Shopping
apartment,Housing
bought power for 70k,Utilities
laptop,Shopping
bought tolls for 19k,Transport
got water bill - 7,Utilities
bought movie for 21300,Entertainment
paid for theater,Entertainment
just paid 246 for cell plan,Utilities
spent on shirts,Shopping
bought some random stuff,
"property tax today, 96k",Housing
cost of best buy was 76k,Shopping
just paid 456 for hospital,Healthcare
spent on eye exam,Healthcare
just paid 11300 for hospital,Healthcare
bought netflix for 76,Entertainment
burger cost me 29k,Food
expensive mall 42k,Shopping
shooesss!!!!!!!!,Shopping
5 for pharmacy,Healthcare
just paid 24k for restaurant,Food
music,Entertainment
docccctooor!! 99999999,Healthcare
29k for first aid,Healthcare
68800 for club,Entertainment
438700 for checkup,Healthcare
paid 210 for laptop,Shopping
expensive theater 69k,Entertainment
370500 for best buy,Shopping
"medicine today, 91k",Healthcare
got pizza - 6k,Food
tolls cost,Transport
233900 for flight,Transport
spent on shirts,Shopping
paid for uber,Transport
spent on wifi,Utilities
steam cost me 113200,Entertainment
paid for pizza,Food
500,Food
coffee,Food
expensive groceries 334800,Food
expensive fuel 54k,Transport
spent on gas,Transport
plumber cost,Housing
paid for shirts,Shopping
cost of pizza was 58k,Food
snacks cost me 73k,Food
spent on dentist,Healthcare
sneakers cost,Shopping
gas cost me 429,Transport
paid for groceries,Food
195400 for cell plan,Utilities
"meal today, 57k",Food
120k,Shopping
82k for sneakers,Shopping
bought gas bill for 435,Utilities
paid 31 for pizza,Food
paid 42k towards restaurant,Food
first aid 343900,Healthcare
481 for shoes,Shopping
phone bill,Utilities
expensive broadband 30k,Utilities
went to concert and spent 272600,Entertainment
medicine 20k,Healthcare
spent on best buy,Shopping
paid 441500 towards best buy,Shopping
paid for shirts,Shopping
jacket,Shopping
paid for laptop,Shopping
"sneakers today, 288100",Shopping
spppent 45kkk on kfffcc,Food
transit cost me 367200,Transport
just paid 15300 for bus ticket,Transport
flight cost me 79k,Transport
home depot 24k,Housing
$$$@#$@@! coffee!!!,Food
ubbber ride hjshd,Transport
just paid 197 for pharmacy,Healthcare
cost of doctor was 102,Healthcare
spent 35 on jacket,Shopping
233 for shoes,Shopping
bought gas bill for 269800,Utilities
just paid 334000 for plumber,Housing
spent 40k on clinic,Healthcare
paid 79k for best buy,Shopping
bought vitamins for 18k,Healthcare
games,Entertainment
"doctor today, 285",Healthcare
unknown charge,
amazon,Shopping
train,Transport
"gas today, 228700",Transport
dentist cost me 433300,Healthcare
spent on first aid,Healthcare
paid 133000 towards phone bill,Utilities
389 for cell plan,Utilities
paid 71900 towards jacket,Shopping
expensive coffee 67,Food
427800 for cafe,Food
paid for maintenance,Housing
"shoes today, 473",Shopping
cost of parking was 54k,Transport
paid 259400 towards bus ticket,Transport
paid 38k towards cleaning,Housing
got flight - 263,Transport
cost of bowling was 368,Entertainment
paid for best buy,Shopping
spent 450100 on games,Entertainment
"bus ticket today, 21k",Transport
   ,Transport
spent 443900 on spotify,Entertainment
first aid cost,Healthcare
got steam - 349,Entertainment
train,Transport
therapy,Healthcare
"spotify today, 88k",Entertainment
coffee 55k,Food
netflix cost me 78k,Entertainment
went to supermarket and spent 298,Food
spent 71k on home depot,Housing
gas bill cost me 253100,Utilities
theater,Entertainment
eye exam,Healthcare
bought subway for 357,Transport
therapy,Healthcare
bought spotify for 356900,Entertainment
paid 339 for medicine,Healthcare
cost of dinner was 12k,Food
just paid 49k for gas,Transport
paid 59k for power,Utilities
paid 348600 for concert,Entertainment
hospital bill,Entertainment
meal cost me 108400,Food
spent 249 on dentist,Healthcare
"taxi today, 59k",Transport
went to water bill and spent 203,Utilities
spent on bus ticket,Transport
unknown charge,
breakfast,Food
broadband cost me 41,Utilities
spent on restaurant,Food
cost of shirts was 264500,Shopping
went to dinner and spent 317100,Food
"transit today, 4",Transport
paid 63 towards vitamins,Healthcare
went to fuel and spent 368,Transport
shooesss!!!!!!!!,Shopping
spent on burger,Food
paid 207700 towards parking,Transport
spent on meal,Food
27 for theater,Entertainment
"first aid today, 202",Healthcare
got movie - 178,Entertainment
paid 22k towards checkup,Healthcare
dinner cost me 454000,Food
paid 86k for medicine,Healthcare
pizza,Food
bought boda for 38k,Transport
cost of power was 54,Utilities
broadband cost me 13k,Utilities
cost of movie was 220000,Entertainment
coffee cost me 55k,Food
19k for power,Utilities
bought burger for 30k,Food
docccctooor!! 99999999,Healthcare
expensive internet 348,Utilities
paid for theater,Entertainment
218400 for checkup,Healthcare
4k for home depot,Housing
cleaning 9k,Housing
boda 189,Transport
113400 for furniture,Housing
spent on plumber,Housing
theater,Entertainment
club,Entertainment
"laptop today, 14k",Shopping
expensive shirts 37,Shopping
   ,Transport
paid 13k for parking,Transport
spent 422000 on transit,Transport
cleaning,Housing
paid 96 for boda,Transport
went to cinema and spent 36000,Entertainment
spent on power,Utilities
paid for shoes,Shopping
got doctor - 98k,Healthcare
paid for ikea,Housing
paid 148900 for therapy,Healthcare
just paid 54000 for laptop,Shopping
parking,Transport
expensive parking 353200,Transport
cost of mortgage was 97k,Housing
went to sneakers and spent 46k,Shopping
"gifts today, 62k",Shopping
got cell plan - 150300,Utilities
92k for burger,Food
water bill 95k,Utilities
spent 30k on steam,Entertainment
paid 66k towards target,Shopping
train 10700,Transport
went to theater and spent 279,Entertainment
34k for taxi,Transport
cell plan 107800,Utilities
spent on gas,Transport
paid 255400 towards laptop,Shopping
"clinic today, 432",Healthcare
paid 49k for vitamins,Healthcare
just paid 177 for mall,Shopping
groceries cost me 36500,Food
165600 for breakfast,Food
cinema,Entertainment
just paid 15k for gas,Transport
paid 100k towards breakfast,Food
paid 81 towards power,Utilities
restaurant cost me 271,Food
clinic 97k,Healthcare
expensive subway 87k,Transport
paid 80k towards snacks,Food
paid for burger,Food
spent 45 on mall,Shopping
cleaning cost me 4k,Housing
just paid 150400 for pharmacy,Healthcare
cost of broadband was 30k,Utilities
cost of shirts was 44k,Shopping
spent 91k on uber,Transport
208900 for clinic,Healthcare
parking cost me 375600,Transport
paid 289300 towards target,Shopping
went to jacket and spent 82300,Shopping
went to electronics and spent 51k,Shopping
ikea cost me 67400,Housing
just paid 151700 for doctor,Healthcare
"breakfast today, 35k",Food
club 290,Entertainment
subway cost,Transport
expensive pharmacy 21k,Healthcare
parking cost me 78k,Transport
"kfc today, 348",Food
flight cost,Transport
expensive tolls 17800,Transport
went to music and spent 63k,Entertainment
got boda - 21,Transport
went to parking and spent 64k,Transport
paid 354200 for movie,Entertainment
broadband 132600,Utilities
train cost,Transport
target cost me 57k,Shopping
mortgage,Housing
clinic 58k,Healthcare
concert,Entertainment
paid for netflix,Healthcare
491 for games,Entertainment
just paid 58k for maintenance,Housing
got restaurant - 404,Food
went to dentist and spent 163,Healthcare
paid 351 for parking,Transport
just paid 68k for sneakers,Shopping
cell plan 11k,Utilities
paid 94k for bus ticket,Transport
went to vitamins and spent 482900,Healthcare
netflix,Entertainment
97000 for clothes,Shopping
spppent 45kkk on kfffcc,Food
paid 18k for dinner,Food
gifts cost,Shopping
expensive meal 290900,Food
bought steam for 39k,Entertainment
laptop,Shopping
spent on best buy,Shopping
paid 31k towards property tax,Housing
mall cost,Shopping
250300 for dinner,Food
went to theater and spent 69k,Entertainment
got power - 148400,Utilities
eye exam cost,Healthcare
went to clothes and spent 485000,Shopping
392000 for eye exam,Healthcare
79k for jacket,Shopping
paid for theater,Entertainment
steam,Entertainment
expensive broadband 25k,Utilities
cost of taxi was 175200,Transport
got lunch - 82k,Food
paid 80k for train,Transport
fuel cost me 34k,Transport
336 for snacks,Food
paid 46000 towards dentist,Healthcare
"flight today, 30k",Transport
got restaurant - 104100,Food
uber cost,Transport
cost of taxi was 103800,Transport
"property tax today, 13k",Housing
bought tolls for 303,Transport
dinner,Food
power,Utilities
furniture 102,Housing
netflix,Entertainment
expensive furniture 60k,Housing
spent 82100 on cafe,Food
got apartment - 223000,Housing
best buy,Shopping
paid for kfc,Food
paid for party,Entertainment
paid 247 for internet,Utilities
expensive water bill 253,Utilities
spent on cinema,Entertainment
went to trash and spent 480,Utilities
expensive ikea 98300,Housing
cost of gifts was 57,Shopping
297300 for cleaning,Housing
paid 498 for amazon,Shopping
cost of parking was 13600,Transport
expensive restaurant 198,Food
$$$@#$@@! coffee!!!,Food
paid 145 towards pharmacy,Healthcare
spent on coffee,Food
369100 for electricity,Utilities
theater 279,Entertainment
"clinic today, 77k",Healthcare
cost of games was 2100,Entertainment
just paid 45k for gas bill,Utilities
spent on snacks,Food
spent on games,Entertainment
paid for jacket,Shopping
rent***---__,Housing
went to club and spent 233,Entertainment
netflxxxxxxxxxxx,Entertainment
paid 219100 for first aid,Healthcare
spent 325 on target,Shopping
home depot 415500,Housing
sneakers,Shopping
best buy cost,Shopping
boda,Transport
expensive checkup 85,Healthcare
trash,Utilities
paid 231300 towards parking,Transport
spent 243 on hospital,Healthcare
best buy,Shopping
spent 305 on wifi,Utilities
paid 314 towards fuel,Transport
120k,Shopping
spent 45300 on maintenance,Housing
cost of maintenance was 172500,Housing
paid 420 for amazon,Shopping
subway,Transport
paid 188700 for snacks,Food
electronics,Shopping
just paid 390 for sneakers,Shopping
just paid 153800 for plumber,Housing
concert cost me 32k,Entertainment
spent on pharmacy,Healthcare
taxi 356400,Transport
paid 69k towards furniture,Housing
expensive transit 312,Transport
just paid 331 for apartment,Housing
paid 154500 towards target,Shopping
expensive theater 477,Entertainment
cell plan 353500,Utilities
paid 441 for steam,Entertainment
expensive phone bill 403,Utilities
"concert today, 221500",Entertainment
just paid 131200 for maintenance,Housing
cost of subway was 46k,Transport
expensive electronics 134900,Shopping
got pizza - 32k,Food
tolls cost,Transport
paid 91 towards trash,Utilities
"coffee today, 10k",Food
went to coffee and spent 21k,Food
expensive wifi 44k,Utilities
paid 5000,
plumber cost me 441300,Housing
meal 19k,Food
maintenance cost,Housing
spent on party,Entertainment
 ,Food
got uber - 333,Transport
went to supermarket and spent 183,Food
cost of first aid was 84k,Healthcare
pharmacy cost,Healthcare
bought netflix for 202,Entertainment
steam cost,Entertainment
just paid 35 for snacks,Food
property tax,Housing
subway 279200,Transport
got dentist - 24k,Healthcare
paid 323 towards dinner,Food
paid for netflix,Healthcare
water bill,Utilities
spent 296 on water bill,Utilities
spent on dinner,Food
unknown charge,
bought subway for 41k,Transport
expensive vitamins 243000,Healthcare
spent 229100 on fuel,Transport
amazon cost,Shopping
cost of jacket was 407700,Shopping
went to bus ticket and spent 20k,Transport
paid 233 towards apartment,Housing
went to breakfast and spent 52k,Food
expensive boda 50500,Transport
cinema cost,Entertainment
unknown charge,
97k for tolls,Transport
paid 66k for pharmacy,Healthcare
paid 171 for kfc,Food
cost of property tax was 71,Housing
bought pharmacy for 81k,Healthcare
meal 196600,Food
went to jacket and spent 125600,Shopping
doctor cost me 76k,Healthcare
party,Entertainment
broadband 35k,Utilities
spent on apartment,Housing
61600 for fuel,Transport
"theater today, 12k",Entertainment
spent on movie,Entertainment
parking cost me 358,Transport
"home depot today, 22k",Housing
paid 163500 towards gas,Transport
"therapy today, 80900",Healthcare
cost of supermarket was 44k,Food
467900 for wifi,Utilities
bought a laptop,Food
paid 31k towards ikea,Housing
just paid 92k for coffee,Food
cinema 190,Entertainment
parking,Transport
37k for movie,Entertainment
"wifi today, 72k",Utilities
just paid 303900 for vitamins,Healthcare
paid for internet,Utilities
fuel 451,Transport
spent 168 on mall,Shopping
dinner,Food
spent 324600 on gas,Transport
spent on laptop,Shopping
electricity cost,Utilities
asdfasdf rent asdf,Housing
just paid 89k for groceries,Food
paid for fuel,Transport
rent 119900,Housing
eye exam,Healthcare
paid 29k towards electronics,Shopping
328500 for dinner,Food
rent***---__,Housing
went to best buy and spent 274500,Shopping
"home depot today, 75k",Housing
bowling cost,Entertainment
spent on furniture,Housing
spent on ikea,Housing
spent 450900 on plumber,Housing
got cell plan - 91k,Utilities
"breakfast today, 256700",Food
train,Transport
expensive bowling 18,Entertainment
party,Entertainment
eye exam 6100,Healthcare
hospital bill,Entertainment
music,Entertainment
spent on laptop,Shopping
bought laptop for 236100,Shopping
"pizza today, 305400",Food
cleaning cost,Housing
paid for hospital,Healthcare
cost of sneakers was 13300,Shopping
just paid 75k for lunch,Food
26k for target,Shopping
paid for subway,Transport
paid 84k for doctor,Healthcare
spent on maintenance,Housing
shooesss!!!!!!!!,Shopping
asdfasdf rent asdf,Housing
"therapy today, 228",Healthcare
498300 for snacks,Food
jacket,Shopping
cost of supermarket was 129,Food
subway cost,Transport
got sneakers - 45,Shopping
paid 345200 for furniture,Housing
spent 99k on cleaning,Housing
473 for kfc,Food
target cost,Shopping
clinic cost me 68k,Healthcare
paid for netflix,Healthcare
apartment,Housing
bought vitamins for 106700,Healthcare
clothes cost me 52k,Shopping
went to theater and spent 383100,Entertainment
dinner cost,Food
dinner cost,Food
went to mortgage and spent 101,Housing
paid for lunch,Food
paid 72k towards theater,Entertainment
went to water bill and spent 171000,Utilities
expensive flight 192500,Transport
"bowling today, 278200",Entertainment
cost of ikea was 105500,Housing
paid 49k for mall,Shopping
spent 44k on trash,Utilities
went to coffee and spent 364,Food
therapy cost,Healthcare
spent 218 on concert,Entertainment
gifts 263600,Shopping
paid 6 for steam,Entertainment
cost of tolls was 241,Transport
paid 21k for club,Entertainment
cost of gas bill was 236700,Utilities
paid for vitamins,Healthcare
phone bill cost me 456,Utilities
got groceries - 340,Food
therapy cost,Healthcare
just paid 488100 for checkup,Healthcare
asdfasdf rent asdf,Housing
mall,Shopping
theater,Entertainment
netflix cost me 49k,Entertainment
club 66k,Entertainment
paid 60k for gifts,Shopping
got electronics - 17k,Shopping
472200 for music,Entertainment
best buy cost,Shopping
trash cost me 238900,Utilities
39k for tolls,Transport
paid 229200 towards party,Entertainment
paid 429 for shirts,Shopping
"internet today, 61k",Utilities
went to apartment and spent 181300,Housing
bowling cost,Entertainment
62k for cafe,Food
"train today, 186000",Transport
supermarket cost me 138300,Food
paid 230700 towards spotify,Entertainment
bought shirts for 378,Shopping
shirts cost,Shopping
"plumber today, 488100",Housing
cost of internet was 350,Utilities
clinic,Healthcare
plumber cost,Housing
just paid 298900 for restaurant,Food
restaurant,Food
paid 499 for shoes,Shopping
spent 154900 on spotify,Entertainment
fuel 492,Transport
shoes 33500,Shopping
paid 45k for games,Entertainment
went to burger and spent 148200,Food
got movie - 34k,Entertainment
cost of broadband was 114500,Utilities
paid for power,Utilities
bought snacks for 399500,Food
paid 82200 for eye exam,Healthcare
"party today, 246800",Entertainment
unknown charge,
paid 54k for party,Entertainment
target,Shopping
spent on dentist,Healthcare
paid 313 for cinema,Entertainment
hospital 40k,Healthcare
bought electricity for 82k,Utilities
bus ticket,Transport
rent***---__,Housing
paid 92k for taxi,Transport
steam cost me 65k,Entertainment
60k for rent,Housing
paid 52k for concert,Entertainment
paid for pizza,Food
went to gifts and spent 404400,Shopping
402800 for dentist,Healthcare
just paid 15k for mall,Shopping
clinic,Healthcare
$$$@#$@@! coffee!!!,Food
expensive target 72900,Shopping
bought boda for 432900,Transport
spent on parking,Transport
8800 for concert,Entertainment
paid 94k towards breakfast,Food
spent 114 on amazon,Shopping
expensive gas 495,Transport
spent on parking,Transport
went to trash and spent 97k,Utilities
60k for steam,Entertainment
"water bill today, 186",Utilities
spent 64k on spotify,Entertainment
paid for club,Entertainment
"steam today, 159500",Entertainment
spent 472 on mall,Shopping
"boda today, 28k",Transport
120 for eye exam,Healthcare
cost of therapy was 34500,Healthcare
spent on music,Entertainment
shirts cost,Shopping
paid for laptop,Shopping
bought first aid for 204300,Healthcare
mortgage cost me 76,Housing
paid 5000,
paid for bus ticket,Transport
went to netflix and spent 207,Entertainment
went to coffee and spent 16900,Food
got first aid - 233300,Healthcare
expensive movie 249000,Entertainment
electricity cost,Utilities
paid 130 towards cafe,Food
10k for electricity,Utilities
asdfasdf rent asdf,Housing
uber,Transport
hospital bill,Entertainment
paid 403 towards clinic,Healthcare
expensive steam 19,Entertainment
taxi cost me 99k,Transport
paid for pharmacy,Healthcare
kfc 4k,Food
expensive taxi 370,Transport
cost of first aid was 45k,Healthcare
paid for concert,Entertainment
got phone bill - 334400,Utilities
paid 77k for property tax,Housing
122 for transit,Transport
cost of breakfast was 379,Food
expensive wifi 444800,Utilities
trash 81k,Utilities
just paid 32k for target,Shopping
paid 16k for party,Entertainment
maintenance,Housing
"groceries today, 424",Food
"kfc today, 478200",Food
bought some random stuff,
hospital bill,Entertainment
paid 417 for music,Entertainment
"internet today, 27k",Utilities
spent 193800 on jacket,Shopping
groceries cost,Food
paid for netflix,Healthcare
cost of target was 235,Shopping
expensive doctor 91k,Healthcare
paid 328 towards rent,Housing
spent 25k on snacks,Food
music,Entertainment
just paid 469 for taxi,Transport
expensive flight 99k,Transport
69k for hospital,Healthcare
63900 for dentist,Healthcare
"dentist today, 95k",Healthcare
paid 50k towards water bill,Utilities
paid 305 for cleaning,Housing
transit,Transport
spent 202 on doctor,Healthcare
watr blll,Utilities
paid for mall,Shopping
bought a laptop,Food
dentist cost,Healthcare
spppent 45kkk on kfffcc,Food
uber,Transport
paid 77k towards mall,Shopping
cost of water bill was 425700,Utilities
paid 133 towards doctor,Healthcare
spent 16500 on taxi,Transport
watr blll,Utilities
6k for apartment,Housing
went to clinic and spent 34,Healthcare
"bus ticket today, 102",Transport
just paid 25k for snacks,Food
medicine,Healthcare
went to power and spent 351,Utilities
"movie today, 66",Entertainment
bought lunch for 1k,Food
spent 169200 on shirts,Shopping
broadband 241,Utilities
expensive music 26,Entertainment
paid for burger,Food
cost of meal was 98k,Food
21k for pharmacy,Healthcare
cost of tolls was 205500,Transport
spent on cinema,Entertainment
music,Entertainment
spent 167 on electricity,Utilities
spent on restaurant,Food
bought some random stuff,
vitamins,Healthcare
docccctooor!! 99999999,Healthcare
paid 102 for cinema,Entertainment
spent 240700 on burger,Food
spent on mall,Shopping
electronics 28k,Shopping
paid 54k for breakfast,Food
transit cost,Transport
spent on snacks,Food
paid 42k towards meal,Food
221100 for mortgage,Housing
coffee 86k,Food
expensive rent 49600,Housing
cost of cell plan was 29k,Utilities
paid 139500 towards first aid,Healthcare
went to amazon and spent 94k,Shopping
paid 53 for plumber,Housing
244 for clothes,Shopping
apartment,Housing
paid for cinema,Entertainment
paid 108 towards music,Entertainment
bought a laptop,Food
spent 93k on meal,Food
79k for mortgage,Housing
spent on breakfast,Food
trash,Utilities
spent on dentist,Healthcare
cost of spotify was 488400,Entertainment
medicine 190400,Healthcare
cost of phone bill was 344000,Utilities
got rent - 230,Housing
shoes cost me 74k,Shopping
got meal - 20k,Food
"clothes today, 1k",Shopping
bought theater for 221000,Entertainment
movie cost me 430,Entertainment
cost of wifi was 255700,Utilities
uber cost me 489400,Transport
power 170900,Utilities
got laptop - 62000,Shopping
broadband 427,Utilities
games,Entertainment
just paid 398400 for sneakers,Shopping
expensive tolls 123,Transport
paid for netflix,Healthcare
went to apartment and spent 230,Housing
"amazon today, 68",Shopping
paid for meal,Food
expensive medicine 14k,Healthcare
internet,Utilities
paid 300 towards train,Transport
paid 115500 for music,Entertainment
120k,Shopping
spent on medicine,Healthcare
clinic,Healthcare
shoes 30k,Shopping
got hospital - 73200,Healthcare
paid 12k towards target,Shopping
got breakfast - 485,Food
spent on club,Entertainment
trash cost me 80k,Utilities
spent on groceries,Food
cost of clinic was 95,Healthcare
cost of shoes was 224,Shopping
party,Entertainment
paid for power,Utilities
just paid 19k for electricity,Utilities
bought dinner for 391,Food
paid for laptop,Shopping
eye exam cost me 22700,Healthcare
vitamins,Healthcare
spent 199 on laptop,Shopping
electricity cost me 471,Utilities
326 for power,Utilities
lunch cost,Food
gas bill,Utilities
paid 87k for burger,Food
went to transit and spent 51k,Transport
"games today, 29k",Entertainment
spent 44k on bowling,Entertainment
spent on boda,Transport
paid 45k for target,Shopping
paid 333300 towards amazon,Shopping
paid 98k towards hospital,Healthcare
